# input | exact output: label R count [degree first last (wx wy wz w)*]
d8_r0_s3_w1_op3 S 8 18 4 0.375 2.625 3 11 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 9 -4 0 1 10 -1 -6 1 11 4 1 1 12 0 -5 1 13 -2 2 1 14 -2 -4 1 0 9 1 8 2 1 3 9 | d8_r0_s3_w1_op3 R 3 8 3/8 1 5 4 -2 1 35/8 3/2 7/4 1 15/4 -7/32 27/64 1 25/8 -37/32 93/256 1 5/2 -21/16 -13/1024 1 15/8 -11/16 -1267/4096 1 5/4 16541/262144 -10253/16384 1 5/8 766723/2097152 -61427/65536 1 0 1113019/16777216 -327693/262144 1 8 1 2 19/2 -227/128 -49/64 1 9 -171/64 0 1 17/2 -7/2 31/32 1 8 -4 31/16 1 15/2 -4 5/2 1 7 -7/2 9/4 1 13/2 -5/2 2 1 6 -1 5 1 5 4 -2 1 8 2 21/8 403043809/33554432 -85951507/2147483648 -1543018729/1073741824 1 187/16 98716771/268435456 -233982683/134217728 1 91/8 20692537/33554432 -33140391/16777216 1 177/16 2609039/4194304 -4284857/2097152 1 43/4 195333/524288 -533789/262144 1 167/16 -4549/65536 -62703/32768 1 81/8 -5103/8192 -6731/4096 1 157/16 -1241/1024 -637/512 1 19/2 -227/128 -49/64 1
d8_r0_s3_w1_op4 S 8 18 4 0.375 2.625 4 11 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 9 -4 0 1 10 -1 -6 1 11 4 1 1 12 0 -5 1 13 -2 2 1 14 -2 -4 1 0 9 1 8 2 1 3 9 | d8_r0_s3_w1_op4 R 3 11 3/8 1 0 1113019/16777216 -327693/262144 1 5/11 52409329/184549376 -2948743/2883584 1 10/11 36038269/184549376 -2294683/2883584 1 15/11 -27244971/184549376 -4909129/8650752 1 20/11 -949199/1572864 -16819/49152 1 25/11 -4251491/4325376 -30317/270336 1 30/11 -49/44 1933/16896 1 35/11 -39/44 11221/33792 1 40/11 -23/88 613/1056 1 45/11 67/88 153/176 1 50/11 24/11 8/11 1 5 4 -2 1 11 1 2 5 4 -2 1 63/11 4/11 34/11 1 31/5 -82/55 34/11 1 1087/165 -142/55 412/165 1 153/22 -181/55 761/330 1 161/22 -41/11 305/132 1 169/22 -43/11 1147/528 1 177/22 -10139/2640 931/528 1 185/22 -24913/7040 12103/10560 1 193/22 -21433/7040 1589/3520 1 201/22 -3417/1408 -147/704 1 19/2 -227/128 -49/64 1 11 2 21/8 19/2 -227/128 -49/64 1 107/11 -961/704 -49/44 1 219/22 -21237/22528 -16009/11264 1 112/11 -4323/8192 -225953/135168 1 229/22 -2495741/17301504 -5347769/2883584 1 117/11 6289253/34603008 -34060639/17301504 1 239/22 78342691/184549376 -186413373/92274688 1 122/11 1243706027/2214592512 -2233599611/1107296256 1 12532658477/1107296256 40983422729/70866960384 -23165723719/11811160064 1 4261647239/369098752 11155358363/23622320128 -21788262399/11811160064 1 4346470819/369098752 6060018823/23622320128 -19603947899/11811160064 1 403043809/33554432 -85951507/2147483648 -1543018729/1073741824 1
d8_r0_s3_w1_op5 S 8 18 4 0.375 2.625 5 11 -3 -5 -6 1 -2 -4 1 1 -1 -1 -5 1 0 4 2 1 1 0 -4 1 2 -2 3 1 3 -2 -3 1 4 0 4 1 5 4 -2 1 6 -1 5 1 7 -4 -1 1 8 -5 6 1 9 -4 0 1 10 -1 -6 1 11 4 1 1 12 0 -5 1 13 -2 2 1 14 -2 -4 1 0 9 1 8 2 1 3 9 | d8_r0_s3_w1_op5 R 6 11 17/32 83/128 15/4 399834472699/1099511627776 7950752787/17179869184 1 645/176 2513080707179/12094627905536 87005213667/188978561024 1 315/88 3164705098421/48378511622144 338954044413/755914244096 1 615/176 -6154598393633/96757023244288 648562902951/1511828488192 1 75/22 -555682398788401/3096224743817216 19539234384327/48378511622144 1 585/176 -437176625630933/1548112371908608 9056828788971/24189255811072 1 285/88 -9230274013492583/24769797950537728 132221973909441/387028092977152 1 555/176 -22319162820140971/49539595901075456 237127754112237/774056185954304 1 135/44 -409337106694563211/792633534417207296 303053018773047/1125899906842624 1 525/176 -452391446349216931/792633534417207296 2855573570415237/12384898975268864 1 255/88 -44240342944836461/72057594037927936 2364461002122777/12384898975268864 1 45/16 -46591939609876421/72057594037927936 169418657075667/1125899906842624 1 11 83/128 27/32 45/16 -46591939609876421/72057594037927936 169418657075667/1125899906842624 1 235/88 -50511267384943021/72057594037927936 1028845604014937/12384898975268864 1 445/176 -575445539180815331/792633534417207296 167021519092037/12384898975268864 1 105/44 -573907846594841931/792633534417207296 -2118938216834089/37154696925806592 1 395/176 -103739092897806623/148618787703226368 -296996892225479/2322168557862912 1 185/88 -48388687993359149/74309393851613184 -230912717956277/1161084278931456 1 345/176 -454528104083869/774056185954304 -9792630468211/36283883716608 1 20/11 -1579474195095201/3096224743817216 -49478110407419/145135534866432 1 295/176 -41051572549943/96757023244288 -1868311313117/4535485464576 1 135/88 -16165495925059/48378511622144 -365072237307/755914244096 1 245/176 -2954965273521/12094627905536 -104689828633/188978561024 1 5/4 -175169876261/1099511627776 -10737418253/17179869184 1 11 5/4 23/16 1114111/131072 -27248467/8388608 3796183/4194304 1 12156911/1441792 -305911163/92274688 46722623/46137344 1 241171957/28835840 -6229791289/1845493760 1030778053/922746880 1 478411199/57671680 -2531528587/738197504 2247407387/1845493760 1 15183302479/1845493760 -410547904339/118111600640 77622702679/59055800320 1 136885757/16777216 -41518690381/11811160064 8306736145/5905580032 1 23890471237/2952790016 -670294290937/188978561024 141178889989/94489280512 1 236890037749/29527900160 -6748207741117/1889785610240 1489961019337/944892805120 1 3757995323509/472446402560 -108454176830641/30236569763840 25016869753309/15118284881920 1 3725735067997/472446402560 -108689360822137/30236569763840 26121976465669/15118284881920 1 738690727133/94489280512 -21734094696953/6047313952768 5431389048197/3023656976384 1 66566228287/8589934592 -1970740613875/549755813888 511365889783/274877906944 1 11 23/16 7/4 66566228287/8589934592 -1970740613875/549755813888 511365889783/274877906944 1 721458151197/94489280512 -21584900178745/6047313952768 5947751019973/3023656976384 1 710671320377/94489280512 -21346735613605/6047313952768 6233371653313/3023656976384 1 2099580526291/283467841536 -1905215845655/549755813888 19454959670699/9070970929152 1 43063335727/5905580032 -1275622066495/377957122048 1257635941289/566935683072 1 21191082301/2952790016 -615511030625/188978561024 647472114727/283467841536 1 651504703/92274688 -143480935/46137344 471904349/201326592 1 2562731667/369098752 -207731488565/70866960384 85000977169/35433480192 1 78713941/11534336 -2006652165/738197504 2710660147/1107296256 1 38658073/5767168 -910522205/369098752 458997337/184549376 1 9485187/1441792 -200373375/92274688 115655283/46137344 1 845407/131072 -15306995/8388608 10441463/4194304 1 11 69/32 291/128 25016452422529/2199023255552 62370995588173/140737488355328 -132002302770889/70368744177664 1 274145058715529/24189255811072 698282792721653/1548112371908608 -1464939137708369/774056185954304 1 1092440151179831/96757023244288 2817581396356427/6192449487634432 -536824030360621/281474976710656 1 2176606115073217/193514046488576 5635353550318189/12384898975268864 -11888059497672937/6192449487634432 1 69386780759254829/6192449487634432 178784875226313353/396316767208603648 -382506424006242389/198158383604301824 1 34561148869802107/3096224743817216 87848893348339759/198158383604301824 -192095137003691587/99079191802150912 1 550863390680175667/49539595901075456 1368698804057952919/3170534137668829184 -3083757947082003787/1585267068834414592 1 1097498239744144619/99079191802150912 2639615199460975823/6341068275337658368 -6181514421537331619/3170534137668829184 1 17492334153377865839/1585267068834414592 40292021796132232163/101457092405402533888 -99024451537223469479/50728546202701266944 1 17424712068089183399/1585267068834414592 37980967147768186043/101457092405402533888 -99040582950728326559/50728546202701266944 1 17357102770599563459/1585267068834414592 35309785558601548583/101457092405402533888 -98952155157123627419/50728546202701266944 1 1571773085077693729/144115188075855872 2935321039232492653/9223372036854775808 -8978052992735217769/4611686018427387904 1 11 291/128 79/32 1571773085077693729/144115188075855872 2935321039232492653/9223372036854775808 -8978052992735217769/4611686018427387904 1 17176839211279743619/1585267068834414592 27253107886483870183/101457092405402533888 -98435962525027008859/50728546202701266944 1 17064203549884543719/1585267068834414592 21245260625083954683/101457092405402533888 -97821274231545697759/50728546202701266944 1 16951586187528406319/1585267068834414592 14311537809047947683/101457092405402533888 -290735425836680711477/152185638608103800832 1 1052436256101220909/99079191802150912 110894371261520849/1729382256910270464 -5981497858953240949/3170534137668829184 1 522699400143485067/49539595901075456 -197990991196290643/9511602413006487552 -8830642614986433961/4755801206503243776 1 737472724030973/70368744177664 -5603760687860129/49539595901075456 -45105530914798083/24769797950537728 1 64457783503068349/6192449487634432 -252175387378095221/1188950301625810944 -1057593103427371567/594475150812905472 1 6001684919043421/580542139465728 -11780042437686503/37154696925806592 -10718544669798327/6192449487634432 1 993408817804991/96757023244288 -240522017310983/562949953421312 -5191065687984951/3096224743817216 1 246634210208629/24189255811072 -839011195980047/1548112371908608 -1250943250784669/774056185954304 1 22265110853089/2199023255552 -92946728035027/140737488355328 -109037786367529/70368744177664 1
d8_r1_s1_w0_op0 B 8 9 2 0 1 0 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w0_op0 R 1 8 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2
d8_r1_s1_w0_op1 B 8 9 2 0 1 1 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w0_op1 R 1 8 1/4 3/4 -16191/16384 -189141/131072 -78915/32768 4143/4096 -4693/8192 -112191/131072 -77335/32768 16699/16384 -861/16384 -52733/131072 -66159/32768 8143/8192 2097/4096 -37815/131072 -45579/32768 16041/16384 17413/16384 -67173/131072 -23963/32768 1 12729/8192 -110831/131072 -1663/32768 16727/16384 32103/16384 -132621/131072 14649/32768 8241/8192 1223/512 -113639/131072 25997/32768 16069/16384 48969/16384 -38645/131072 28941/32768 4049/4096
d8_r1_s1_w0_op2 B 8 9 2 0 1 2 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w0_op2 R 2 8 0 3/8 -3/2 -5/2 -3 1/2 -27/16 -49/16 -3/2 11/16 -111/64 -49/16 -225/128 7/8 -105/64 -1361/512 -2271/1024 1007/1024 -11763/8192 -17015/8192 -2571/1024 8377/8192 -75117/65536 -98833/65536 -169263/65536 33577/32768 -418323/524288 -17389/16384 -322863/131072 532099/524288 -1750509/4194304 -405185/524288 -9236499/4194304 4218239/4194304 -107715/4194304 -21013493/33554432 -15529419/8388608 524587/524288 8 3/8 1 -107715/4194304 -21013493/33554432 -15529419/8388608 524587/524288 2630275/4194304 -1602031/4194304 -5311727/4194304 4160791/4194304 687255/524288 -278877/524288 -113277/262144 521517/524288 126345/65536 -4099/4096 1687/4096 33577/32768 19835/8192 -1341/1024 2071/2048 8423/8192 1455/512 -219/256 171/128 951/1024 225/64 29/64 111/128 7/8 85/16 9/4 11/8 19/16 15/2 6 -3 3/2
d8_r1_s1_w0_op3 B 8 9 2 0 1 3 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w0_op3 R 1 8 0 1 15/2 6 -3 3/2 4 0 4 1 3/2 -1 -3/2 1/2 3 -3 9/2 3/2 1 0 -4 1 0 2 1 1/2 -3/2 -3/2 -15/2 3/2 -2 -4 1 1 -3/2 -5/2 -3 1/2
d8_r1_s1_w0_op4 B 8 9 2 0 1 4 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w0_op4 R 1 11 0 1 -3/2 -5/2 -3 1/2 -41/22 -79/22 -1/11 19/22 -189/110 -291/110 -39/11 27/22 -117/110 -15/22 -553/165 119/110 -12/55 89/165 -367/165 48/55 8/11 3/11 -15/11 10/11 18/11 -10/11 -5/33 12/11 122/55 -98/55 191/165 62/55 53/22 -82/55 73/55 101/110 321/110 -2/11 9/11 17/22 109/22 18/11 23/11 25/22 15/2 6 -3 3/2
d8_r1_s1_w0_op5 B 8 9 2 0 1 5 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w0_op5 R 2 11 1/4 7/16 48969/16384 -38645/131072 28941/32768 4049/4096 63645/22528 -650077/1441792 309519/360448 177775/180224 21903/8192 -16618991/28835840 5881377/7208960 711277/720896 3318561/1310720 -38828521/57671680 1363389/1802240 14251949/14417920 552988599/230686720 -1372847189/1845493760 314645913/461373440 114329113/115343360 209216001/92274688 -145906439/184549376 54751317/92274688 8340163/8388608 395020503/184549376 -2409731855/2952790016 362936157/738197504 368025287/369098752 14874380769/7381975040 -4861764871/5905580032 31706919/83886080 7378262503/7381975040 111587896983/59055800320 -385165208999/472446402560 5989127883/23622320128 923916029/922746880 20825568675/11811160064 -375805444511/472446402560 14135282223/118111600640 369965219/369098752 19314982479/11811160064 -72497260831/94489280512 -47525715/2147483648 23132849/23068672 1616452149/1073741824 -6306145301/8589934592 -365705115/2147483648 67288997/67108864 11 7/16 3/4 1616452149/1073741824 -6306145301/8589934592 -365705115/2147483648 67288997/67108864 15224292239/11811160064 -64151494111/94489280512 -896004115/2147483648 92507329/92274688 12602547939/11811160064 -57641405331/94489280512 -16106373405/23622320128 369423411/369098752 9893300139/11811160064 -51346779771/94489280512 -67798530655/70866960384 184233053/184549376 887299233/1476395008 -797488793/1610612736 -2731788245/2214592512 1470207579/1476395008 8281147/23068672 -1418049223/2952790016 -1109648095/738197504 367146521/369098752 10585413/92274688 -23585407/46137344 -486065995/276824064 91905729/92274688 -5898281/46137344 -220165601/369098752 -548450665/276824064 23068571/23068672 -1050341/2883584 -8525963/11534336 -3126265/1441792 263707/262144 -212577/360448 -5397259/5767168 -3325095/1441792 729523/720896 -36019/45056 -1695801/1441792 -860165/360448 182927/180224 -16191/16384 -189141/131072 -78915/32768 4143/4096
d8_r1_s1_w1_op0 B 8 9 2 0.125 0.875 0 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w1_op0 R 1 8 1/8 7/8 -6634291/4194304 -87766485/33554432 -17529419/8388608 471257/524288 -5680219/4194304 -65483859/33554432 -20619233/8388608 2273237/2097152 -2881687/4194304 -16551621/33554432 -26590451/8388608 1109593/1048576 961673/4194304 11388189/33554432 -12824633/8388608 1858631/2097152 4750853/4194304 -11666613/33554432 -8464283/8388608 1 8207213/4194304 -46484595/33554432 6480751/8388608 2335673/2097152 9213089/4194304 -44468133/33554432 6491581/8388608 987559/1048576 12489809/4194304 -17365251/33554432 11916055/8388608 1921067/2097152 19380029/4194304 57014379/33554432 3844885/8388608 577319/524288
d8_r1_s1_w1_op1 B 8 9 2 0.125 0.875 1 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w1_op1 R 1 8 5/16 11/16 -572874091/1073741824 -8017276725/8589934592 -4802009339/2147483648 67724137/67108864 -180260593/1073741824 -5331562203/8589934592 -4336298717/2147483648 269201221/268435456 248854349/1073741824 -3802386453/8589934592 -3573213515/2147483648 133298537/134217728 688437335/1073741824 -3708363771/8589934592 -2603987597/2147483648 266174743/268435456 1115188229/1073741824 -4783006965/8589934592 -1571895707/2147483648 1 1511829407/1073741824 -6309291291/8589934592 -558996029/2147483648 270696169/268435456 1874174141/1073741824 -7438773717/8589934592 322074133/2147483648 135136919/134217728 2229532391/1073741824 -7495922235/8589934592 1022320147/2147483648 267669691/268435456 2628662645/1073741824 -5956086453/8589934592 1483630021/2147483648 66493591/67108864
d8_r1_s1_w1_op2 B 8 9 2 0.125 0.875 2 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w1_op2 R 2 8 1/8 13/32 -6634291/4194304 -87766485/33554432 -17529419/8388608 471257/524288 -3138257/2097152 -317642001/134217728 -74752397/33554432 16244851/16777216 -90549757/67108864 -1076910621/536870912 -324031631/134217728 33823871/33554432 -154399889/134217728 -3453958329/2147483648 -1345810097/536870912 274219993/268435456 -978307207/1073741824 -10638743973/8589934592 -5337047123/2147483648 273669661/268435456 -689820847/1073741824 -32263673505/34359738368 -20292466901/8589934592 4345513279/4294967296 -6102319441/17179869184 -100130031213/137438953472 -74188853399/34359738368 8628007253/8589934592 -2043469547/34359738368 -333050861769/549755813888 -260904383225/137438953472 68709103141/68719476736 65128268069/274877906944 -1221405540981/2199023255552 -880453249115/549755813888 8572901801/8589934592 8 13/32 7/8 65128268069/274877906944 -1221405540981/2199023255552 -880453249115/549755813888 8572901801/8589934592 6278801317/8589934592 -259185591039/549755813888 -152128194035/137438953472 68373399853/68719476736 21077096459/17179869184 -80872856541/137438953472 -17605185215/34359738368 8586096131/8589934592 3626018473/2147483648 -28694004279/34359738368 698790865/8589934592 4345544023/4294967296 2252003249/1073741824 -8863098501/8589934592 1246293085/2147483648 272033323/268435456 165882239/67108864 -2077603119/2147483648 497897365/536870912 264513793/268435456 194860439/67108864 -279882861/536870912 138593785/134217728 31948361/33554432 30147283/8388608 42108441/134217728 35557465/33554432 16533163/16777216 19380029/4194304 57014379/33554432 3844885/8388608 577319/524288
d8_r1_s1_w1_op3 B 8 9 2 0.125 0.875 3 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w1_op3 R 1 8 1/8 7/8 19380029/4194304 57014379/33554432 3844885/8388608 577319/524288 12489809/4194304 -17365251/33554432 11916055/8388608 1921067/2097152 9213089/4194304 -44468133/33554432 6491581/8388608 987559/1048576 8207213/4194304 -46484595/33554432 6480751/8388608 2335673/2097152 4750853/4194304 -11666613/33554432 -8464283/8388608 1 961673/4194304 11388189/33554432 -12824633/8388608 1858631/2097152 -2881687/4194304 -16551621/33554432 -26590451/8388608 1109593/1048576 -5680219/4194304 -65483859/33554432 -20619233/8388608 2273237/2097152 -6634291/4194304 -87766485/33554432 -17529419/8388608 471257/524288
d8_r1_s1_w1_op4 B 8 9 2 0.125 0.875 4 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w1_op4 R 1 11 1/8 7/8 -6634291/4194304 -87766485/33554432 -17529419/8388608 471257/524288 -65344625/46137344 -787170327/369098752 -217542121/92274688 5960245/5767168 -47383073/46137344 -2298357459/1845493760 -1291982477/461373440 6117499/5767168 -110389189/230686720 -803992227/1845493760 -1154722781/461373440 28911473/28835840 34436219/230686720 -136275699/1845493760 -857598317/461373440 27652007/28835840 36622783/46137344 -85794183/369098752 -102705913/92274688 5628493/5767168 64007407/46137344 -258732615/369098752 -29170201/92274688 5905843/5767168 39169537/20971520 -416677335/369098752 189481267/461373440 30019673/28835840 517546283/230686720 -2232737379/1845493760 79869671/92274688 28760207/28835840 123172399/46137344 -1490830611/1845493760 479284243/461373440 5416837/5767168 158058559/46137344 32121129/369098752 106863095/92274688 5574091/5767168 19380029/4194304 57014379/33554432 3844885/8388608 577319/524288
d8_r1_s1_w1_op5 B 8 9 2 0.125 0.875 5 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 0 9 1 9 | d8_r1_s1_w1_op5 R 2 11 5/16 29/64 2628662645/1073741824 -5956086453/8589934592 1483630021/2147483648 66493591/67108864 27717898333/11811160064 -70136458329/94489280512 14936000609/23622320128 2930803985/2952790016 531099560483/236223201280 -293993362155/377957122048 53455635107/94489280512 11746422647/11811160064 203332280729/94489280512 -275294138757/343597383680 464603821307/944892805120 235401165223/236223201280 31095882793133/15118284881920 -98392772863941/120946279055360 12416743650181/30236569763840 1886746693511/1889785610240 2966860607831/1511828488192 -2467397438835/3023656976384 488427772115/1511828488192 1511845615879/1511828488192 45188705954171/24189255811072 -156755070576807/193514046488576 11101044399535/48378511622144 6055158704365/6047313952768 428992164822647/241892558110720 -1542198097934709/1935140464885760 63073466605153/483785116221440 121213356525101/120946279055360 6494823270564791/3870280929771520 -4818669991807899/6192449487634432 204332416105687/7740561859543040 15159687281503/15118284881920 6122010628358447/3870280929771520 -23380414239156351/30962247438172160 -126697715192893/1548112371908608 6064928010145/6047313952768 1148948297161903/774056185954304 -4516343678968959/6192449487634432 -299822214058033/1548112371908608 379007497111/377957122048 97502312309189/70368744177664 -395312872069365/562949953421312 -43401330670619/140737488355328 1102153928023/1099511627776 11 29/64 11/16 97502312309189/70368744177664 -395312872069365/562949953421312 -43401330670619/140737488355328 1102153928023/1099511627776 945153999133039/774056185954304 -4068604782419775/6192449487634432 -773402009574769/1548112371908608 1514514422011/1511828488192 815090803834339/774056185954304 -3766093201677555/6192449487634432 -1081800283032829/1548112371908608 6050198512849/6047313952768 681975973659979/774056185954304 -3482523089156955/6192449487634432 -1397552161466389/1548112371908608 3020050883327/3023656976384 34120169835349/48378511622144 -203679829578075/387028092977152 -107197490946889/96757023244288 24121580357161/24189255811072 12732791303747/24189255811072 -97927898675895/193514046488576 -63397817893937/48378511622144 6023964004339/6047313952768 32641535417/94489280512 -6134727535125/12094627905536 -4554760733537/3023656976384 1505834491111/1511828488192 45051255179/274877906944 -12922119459105/24189255811072 -10228736240959/6047313952768 376879774789/377957122048 -1572801313/94489280512 -445984457265/755914244096 -351744628667/188978561024 47220559643/47244640256 -9182532449/47244640256 -255451309275/377957122048 -190057958461/94489280512 11843682857/11811160064 -4338547511/11811160064 -74761471365/94489280512 -50493549619/23622320128 2971385393/2952790016 -572874091/1073741824 -8017276725/8589934592 -4802009339/2147483648 67724137/67108864
d8_r1_s3_w0_op0 S 8 18 4 0 3 0 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 9 -4 0 0.5 10 -1 -6 1 11 4 1 1.5 12 0 -5 0.5 13 -2 2 1 14 -2 -4 1.5 0 9 1 8 2 1 3 9 | d8_r1_s3_w0_op0 R 3 8 0 1 -3/2 -5/2 -3 1/2 -2 -4 1 1 -3/2 -3/2 -15/2 3/2 0 2 1 1/2 1 0 -4 1 3 -3 9/2 3/2 3/2 -1 -3/2 1/2 4 0 4 1 15/2 6 -3 3/2 8 1 2 15/2 6 -3 3/2 3 -1/2 5/2 1/2 5 -9/4 3/4 3/4 29/4 -4 19/8 1 129/16 -37/8 53/16 17/16 131/16 -141/32 93/32 33/32 539/64 -229/64 59/32 1 285/32 -39/16 3/4 127/128 1213/128 -167/128 -19/256 255/256 8 2 3 1213/128 -167/128 -19/256 255/256 643/64 -11/64 -115/128 1 685/64 61/64 -93/64 65/64 361/32 7/4 -23/16 33/32 181/16 15/8 -7/8 1 83/8 1 -3/8 7/8 19/2 -1 -1/4 3/4 13 -2 2 1 21 -3 -6 3/2
d8_r1_s3_w0_op1 S 8 18 4 0 3 1 11 -3 -5 -6 0.5 -2 -4 1 1 -1 -1 -5 1.5 0 4 2 0.5 1 0 -4 1 2 -2 3 1.5 3 -2 -3 0.5 4 0 4 1 5 4 -2 1.5 6 -1 5 0.5 7 -4 -1 1 8 -5 6 1.5 9 -4 0 0.5 10 -1 -6 1 11 4 1 1.5 12 0 -5 0.5 13 -2 2 1 14 -2 -4 1.5 0 9 1 8 2 1 3 9 | d8_r1_s3_w0_op1 R 3 8 1/4 3/4 -16191/16384 -189141/131072 -78915/32768 4143/4096 -4693/8192 -112191/131072 -77335/32768 16699/16384 -861/16384 -52733/131072 -66159/32768 8143/8192 2097/4096 -37815/131072 -45579/32768 16041/16384 17413/16384 -67173/131072 -23963/32768 1 12729/8192 -110831/131072 -1663/32768 16727/16384 32103/16384 -132621/131072 14649/32768 8241/8192 1223/512 -113639/131072 25997/32768 16069/16384 48969/16384 -38645/131072 28941/32768 4049/4096 8 5/4 7/4 46445173/8388608 -13259327/8388608 24407981/16777216 14173935/16777216 50111823/8388608 -21824973/8388608 31289223/16777216 14433053/16777216 55316797/8388608 -27639575/8388608 36107797/16777216 15340615/16777216 60087847/8388608 -31522773/8388608 40565439/16777216 16188837/16777216 63737157/8388608 -33627055/8388608 43290557/16777216 16743263/16777216 66337471/8388608 -34086173/8388608 43278263/16777216 17002861/16777216 68270221/8388608 -33095175/8388608 40441509/16777216 17056311/16777216 69931287/8388608 -30900133/8388608 35335279/16777216 17002613/16777216 71595285/8388608 -27782175/8388608 28783821/16777216 16916175/16777216 8 9/4 11/4 88639893/8388608 5573409/8388608 -18170355/16777216 16896783/16777216 90346151/8388608 8494955/8388608 -19411105/16777216 16867813/16777216 91465069/8388608 10405657/8388608 -18976507/16777216 16744599/16777216 91806191/8388608 11012627/8388608 -17079417/16777216 16485053/16777216 91371653/8388608 10093905/8388608 -14156483/16777216 16078303/16777216 90587383/8388608 7576955/8388608 -10690193/16777216 15587541/16777216 90556637/8388608 3658697/8388608 -7032651/16777216 15193319/16777216 93145535/8388608 -1100893/8388608 -3898601/16777216 15196717/16777216 100412533/8388608 -6139775/8388608 -5658259/16777216 15888303/16777216
