# case	section	name	row (explicit) or digest (corpus)
split_polygon_7	step	3	unchanged ed81b8f89254a5b3c69493c3ca6c7910
split_polygon_7	step	3	unchanged effc6946105785ab5e2ccaa7270be668
split_polygon_7	step	3	unchanged f003dcfb1c5785ab5e2ccaa971e3d7d9
split_polygon_7	step	3	unchanged f00b50b0285785ab5e2ccaabbcbbc94a
split_polygon_7	step	3	unchanged f012c465345785ab5e2ccaae0793babb
split_polygon_7	step	3	unchanged f021abcf4c5785ab5e2ccab29d439d9d
split_polygon_7	step	3	unchanged f0291f84585785ab5e2ccab4e81b8f0e
split_polygon_7	step	3	unchanged f0309339645785ab5e2ccab732f3807f
split_polygon_7	step	3	generated Ef0475d86f14b5aa5adfd5c1ddd8227d1 3d82a4df8232a35694f0b943edbc9ede cut_edge
split_polygon_7	step	3	generated Ef0475d86f14b5aa5adfd5c1ddd8227d1 4be1a77690aa2b5e5f95c571317a15bd cut_edge
split_polygon_7	step	3	split f0475d86f14b5aa5adfd5c1ddd8227d1 ee06dc71077fb008381280e5942cfd89,db0c29f54c91190b408c4af02b0bae1a
split_polygon_7	step	3	generated Ef13c350cb2fa59b0dac96d444cfba28e 3bfd94a069fd246b3f0feae892fd16b9 cut_vertex
split_polygon_7	step	3	generated Ef13c350cb2fa59b0dac96d444cfba28e ab418a519d2635154c607a0b826eddf2 cut_vertex
split_polygon_7	step	3	split f13c350cb2fa59b0dac96d444cfba28e 6fd9a785505276b6b535df6ff11d87ca,6f6b1b7d647d7184fcb0065ef092c971
split_polygon_7	step	3	generated Ef279de8a5c42db8074498fab9f83a2d5 61f2046ab2844102738fdad67faaeebd cut_edge
split_polygon_7	step	3	generated Ef279de8a5c42db8074498fab9f83a2d5 bec1f7acbf86b9ba603beeafdd9a2de6 cut_edge
split_polygon_7	step	3	split f279de8a5c42db8074498fab9f83a2d5 28aec38d9f9a99deb7ca6540c76e7b82,bb8e053536742674e308263a60bf8019
split_polygon_7	step	3	unchanged ff096b8694f7d582caaf6be5a08d5765
split_polygon_7	step	3	generated Eacdfeda70e4df6e354fecc4352bd3694,Ecaf5613549786a45a38de0ac9e25cbb0,E41cda1ce934743511650aadabff24cdb,Ed3d0fd56f064e4206381d60580e10441,Ef279de8a5c42db8074498fab9f83a2d5,Edcec629fc41a191f0b3b4d9d722fce63,Ef0475d86f14b5aa5adfd5c1ddd8227d1 44c7234eac235b19107122d67f8c79d7 cut_face
split_polygon_7	step	3	generated Eacdfeda70e4df6e354fecc4352bd3694,Ecaf5613549786a45a38de0ac9e25cbb0,E41cda1ce934743511650aadabff24cdb,Ed3d0fd56f064e4206381d60580e10441,Ef279de8a5c42db8074498fab9f83a2d5,Edcec629fc41a191f0b3b4d9d722fce63,Ef0475d86f14b5aa5adfd5c1ddd8227d1 c77523d68ecd2e2de624fc1073b43ce0 cut_face
split_polygon_7	body	L	id b19b55483e2446c417cbeb8bb280528b
split_polygon_7	body	L	03da5dd0a81b704b94a708d6c42ee5f9 region region 0 E8dbc8323f395f7f6ac35f61bf5685be9 region
split_polygon_7	body	L	09e9925f0961cc7a38e4e75b8fc7795f face wall 0 E29da45a40803c1866d06810276fd0187 0 segment 1 both
split_polygon_7	body	L	0b23f7f526fb798b463d70fb75c89a7f vertex cut_vertex 0 Ef4566574f2af5f955e58f984ecd691fc 0 vertex 1 end
split_polygon_7	body	L	162b4635621fd19171a4f05ed5a8de57 vertex cut_vertex 0 Ef43896a0c2af5f955e58f97bc176cc38 0 vertex 5 end
split_polygon_7	body	L	239253249037394b127b252354a147f6 face wall 0 E29cb5e39f003c1866d0680fde14d1ea5 0 segment 3 both
split_polygon_7	body	L	23a26e2b66197e636d06788614c06335 edge vertical 0 Ef46cc09416af5f955e58f98bcd5e664f 0 vertex 2 both
split_polygon_7	body	L	2958f71aa862bed0ba8b2c50803f2850 vertex bottom_vertex 0 P0.v0 0 vertex 0 start
split_polygon_7	body	L	29606acfb462bed0ba8b2c52cb1719c1 vertex bottom_vertex 0 P0.v1 0 vertex 1 start
split_polygon_7	body	L	2967de84c062bed0ba8b2c5515ef0b32 vertex bottom_vertex 0 P0.v2 0 vertex 2 start
split_polygon_7	body	L	296f5239cc62bed0ba8b2c5760c6fca3 vertex bottom_vertex 0 P0.v3 0 vertex 3 start
split_polygon_7	body	L	2976c5eed862bed0ba8b2c59ab9eee14 vertex bottom_vertex 0 P0.v4 0 vertex 4 start
split_polygon_7	body	L	297e39a3e462bed0ba8b2c5bf676df85 vertex bottom_vertex 0 P0.v5 0 vertex 5 start
split_polygon_7	body	L	2985ad58f062bed0ba8b2c5e414ed0f6 vertex bottom_vertex 0 P0.v6 0 vertex 6 start
split_polygon_7	body	L	2f8b4c678b3a2a50a1d80a2f9444540e edge vertical 0 Ef44ef1bfe6af5f955e58f982a1fea08b 0 vertex 6 both
split_polygon_7	body	L	313d8449c85420a899c967c46ca71ce0 vertex cut_vertex 0 Ef4400a55ceaf5f955e58f97e0c4ebda9 0 vertex 4 end
split_polygon_7	body	L	3c6b142a57ebd029a6b022a2c8024705 edge cut_edge 0 E29a61bb0b403c1866d0680f26b156770 0 segment 6 end
split_polygon_7	body	L	3e69a88e2f6a49bf001e23fb1894b660 edge vertical 0 Ef43896a0c2af5f955e58f97bc176cc38 0 vertex 5 both
split_polygon_7	body	L	41957d5eb3a832729763bc7d0159f870 face wall 0 E29c3ea84e403c1866d0680fb96752d34 0 segment 2 both
split_polygon_7	body	L	42ee97db3ea5a09ec307efd73d7b6592 face wall 0 E29a61bb0b403c1866d0680f26b156770 0 segment 6 both
split_polygon_7	body	L	42ef439c084d65a6a9734bcc06e9a220 edge cut_edge 0 E29d2d1eefc03c1866d0681002c251016 0 segment 0 end
split_polygon_7	body	L	45f7a688488ba5d97adef862ddafe1cf edge cut_edge 0 E29c3ea84e403c1866d0680fb96752d34 0 segment 2 end
split_polygon_7	body	L	58488eec499aec4786d25b4b8c086e81 face cut_face 0 E29d2d1eefc03c1866d0681002c251016,E29da45a40803c1866d06810276fd0187,E29c3ea84e403c1866d0680fb96752d34,E29cb5e39f003c1866d0680fde14d1ea5,E29b5031acc03c1866d0680f700c54a52,E29bc76cfd803c1866d0680f94b9d3bc3,E29a61bb0b403c1866d0680f26b156770 cap end
split_polygon_7	body	L	5a929bc4fe97f9982cabcc600f4ebecc edge cut_edge 0 E29da45a40803c1866d06810276fd0187 0 segment 1 end
split_polygon_7	body	L	5bce01e70fab4c7260fff52feb2e2f28 edge vertical 0 Ef4566574f2af5f955e58f984ecd691fc 0 vertex 1 both
split_polygon_7	body	L	5f6176f80109251e27fa39997a637635 vertex cut_vertex 0 Ef44ef1bfe6af5f955e58f982a1fea08b 0 vertex 6 end
split_polygon_7	body	L	611ea72ddf54631d247b1290c166f5c8 face wall 0 E29bc76cfd803c1866d0680f94b9d3bc3 0 segment 5 both
split_polygon_7	body	L	6147ef8c5851f35e48d9f34f71b99ceb face wall 0 E29d2d1eefc03c1866d0681002c251016 0 segment 0 both
split_polygon_7	body	L	749654a4de057d82e5c5cda30eaff6ff face start_cap 0 P0.b0 cap start
split_polygon_7	body	L	8f435afef6d410c53cd590c3873a372c vertex cut_vertex 0 Ef4654cdf0aaf5f955e58f989828674de 0 vertex 3 end
split_polygon_7	body	L	928130c76aada398e599a73264a7c7c8 edge bottom_edge 0 P0.s6 0 segment 6 start
split_polygon_7	body	L	9290183182ada398e599a736fa57aaaa edge bottom_edge 0 P0.s4 0 segment 4 start
split_polygon_7	body	L	92978be68eada398e599a739452f9c1b edge bottom_edge 0 P0.s5 0 segment 5 start
split_polygon_7	body	L	929eff9b9aada398e599a73b90078d8c edge bottom_edge 0 P0.s2 0 segment 2 start
split_polygon_7	body	L	92a67350a6ada398e599a73ddadf7efd edge bottom_edge 0 P0.s3 0 segment 3 start
split_polygon_7	body	L	92ade705b2ada398e599a74025b7706e edge bottom_edge 0 P0.s0 0 segment 0 start
split_polygon_7	body	L	92b55ababeada398e599a742708f61df edge bottom_edge 0 P0.s1 0 segment 1 start
split_polygon_7	body	L	ab10221a16f7ebf7aba223c2d3444149 edge cut_edge 0 E29b5031acc03c1866d0680f700c54a52 0 segment 4 end
split_polygon_7	body	L	af5e8348707502ef279d6a04bb371f17 edge cut_edge 0 E29bc76cfd803c1866d0680f94b9d3bc3 0 segment 5 end
split_polygon_7	body	L	ca51ddd993183e818da69f4a0be207f7 edge vertical 0 Ef4400a55ceaf5f955e58f97e0c4ebda9 0 vertex 4 both
split_polygon_7	body	L	cad1feec7d03aa695f163df0dfb6efaf edge vertical 0 Ef4654cdf0aaf5f955e58f989828674de 0 vertex 3 both
split_polygon_7	body	L	cc52a824ebba31df3e09c31fcdcd0622 face wall 0 E29b5031acc03c1866d0680f700c54a52 0 segment 4 both
split_polygon_7	body	L	ce8341acacd75edb721d464246cbf24d edge cut_edge 0 E29cb5e39f003c1866d0680fde14d1ea5 0 segment 3 end
split_polygon_7	body	L	d7f3decabc4086e17ed5b349fc0e1bb6 vertex cut_vertex 0 Ef46cc09416af5f955e58f98bcd5e664f 0 vertex 2 end
split_polygon_7	body	L	fa6d3a9fbb50c9403e6172e34d98e3a9 edge vertical 0 Ef45dd929feaf5f955e58f98737ae836d 0 vertex 0 both
split_polygon_7	body	L	fc8e60dcfdb7f01d9c81028de7fcfc1e vertex cut_vertex 0 Ef45dd929feaf5f955e58f98737ae836d 0 vertex 0 end
split_polygon_7	body	U	id 01dd83f183f6b62cb1dd02c67f771688
split_polygon_7	body	U	06eea318ac92c4f25ca1d2249c672fdf vertex cut_vertex 1 Ef4654cdf0aaf5f955e58f989828674de 0 vertex 3 start
split_polygon_7	body	U	19c06b2e19120a500cc9c2f2d69295cc edge cut_edge 1 E29bc76cfd803c1866d0680f94b9d3bc3 0 segment 5 start
split_polygon_7	body	U	23fa4e25826eaf1909c8231a04ed3870 edge vertical 1 Ef4400a55ceaf5f955e58f97e0c4ebda9 0 vertex 4 both
split_polygon_7	body	U	305dc15a2fa0101f2b5034febd89496f edge vertical 1 Ef4566574f2af5f955e58f984ecd691fc 0 vertex 1 both
split_polygon_7	body	U	30bcb830365dbef75d9fcdf38886b479 vertex cut_vertex 1 Ef45dd929feaf5f955e58f98737ae836d 0 vertex 0 start
split_polygon_7	body	U	3b34f094f7d9646f701c6d82f88a2796 edge cut_edge 1 E29b5031acc03c1866d0680f700c54a52 0 segment 4 start
split_polygon_7	body	U	41cda1ce934743511650aadabff24cdb face wall 1 E29c3ea84e403c1866d0680fb96752d34 0 segment 2 both
split_polygon_7	body	U	494322e5f9824dd8cfd9ab70ddeedb7e vertex cut_vertex 1 Ef44ef1bfe6af5f955e58f982a1fea08b 0 vertex 6 start
split_polygon_7	body	U	4e6656bb1c5f38812b919ce0a3986c8a region region 1 E8dbc8323f395f7f6ac35f61bf5685be9 region
split_polygon_7	body	U	6a6b6264bdee1af396761e7793c1f606 edge vertical 1 Ef46cc09416af5f955e58f98bcd5e664f 0 vertex 2 both
split_polygon_7	body	U	6e8f3c5ba50efaabc964e574bc8693b6 face end_cap 0 P0.b0 cap end
split_polygon_7	body	U	7241d6c94a74abaf402f59224f98323b edge cut_edge 1 E29da45a40803c1866d06810276fd0187 0 segment 1 start
split_polygon_7	body	U	7627e233031db320562ed07bfb89eebc edge vertical 1 Ef4654cdf0aaf5f955e58f989828674de 0 vertex 3 both
split_polygon_7	body	U	8ed0d5ee5d46bc3196b703dcea60c605 edge vertical 1 Ef44ef1bfe6af5f955e58f982a1fea08b 0 vertex 6 both
split_polygon_7	body	U	a0d385a3b1edba89c41089623fa8dd54 edge cut_edge 1 E29c3ea84e403c1866d0680fb96752d34 0 segment 2 start
split_polygon_7	body	U	acdfeda70e4df6e354fecc4352bd3694 face wall 1 E29d2d1eefc03c1866d0681002c251016 0 segment 0 both
split_polygon_7	body	U	b0f9d34cca3849e56e1d8e72c0b17d27 vertex cut_vertex 1 Ef4400a55ceaf5f955e58f97e0c4ebda9 0 vertex 4 start
split_polygon_7	body	U	b3cf3c55b3bde8d61595912517e0ef92 edge cut_edge 1 E29cb5e39f003c1866d0680fde14d1ea5 0 segment 3 start
split_polygon_7	body	U	c722f43f1e6ac23a7359968afda1ef78 vertex cut_vertex 1 Ef4566574f2af5f955e58f984ecd691fc 0 vertex 1 start
split_polygon_7	body	U	c8bf3b553cd54311df30ffb843cf85a7 edge vertical 1 Ef43896a0c2af5f955e58f97bc176cc38 0 vertex 5 both
split_polygon_7	body	U	caf5613549786a45a38de0ac9e25cbb0 face wall 1 E29da45a40803c1866d06810276fd0187 0 segment 1 both
split_polygon_7	body	U	cbd86860654e5f15e19129e73df2df77 edge cut_edge 1 E29d2d1eefc03c1866d0681002c251016 0 segment 0 start
split_polygon_7	body	U	d3d0fd56f064e4206381d60580e10441 face wall 1 E29cb5e39f003c1866d0680fde14d1ea5 0 segment 3 both
split_polygon_7	body	U	dcec629fc41a191f0b3b4d9d722fce63 face wall 1 E29bc76cfd803c1866d0680f94b9d3bc3 0 segment 5 both
split_polygon_7	body	U	e2d9157484b8dcbe41f80e8482f718a8 edge top_edge 0 P0.s1 0 segment 1 end
split_polygon_7	body	U	e2e0892990b8dcbe41f80e86cdcf0a19 edge top_edge 0 P0.s0 0 segment 0 end
split_polygon_7	body	U	e2e7fcde9cb8dcbe41f80e8918a6fb8a edge top_edge 0 P0.s3 0 segment 3 end
split_polygon_7	body	U	e2ef7093a8b8dcbe41f80e8b637eecfb edge top_edge 0 P0.s2 0 segment 2 end
split_polygon_7	body	U	e2f6e448b4b8dcbe41f80e8dae56de6c edge top_edge 0 P0.s5 0 segment 5 end
split_polygon_7	body	U	e2fe57fdc0b8dcbe41f80e8ff92ecfdd edge top_edge 0 P0.s4 0 segment 4 end
split_polygon_7	body	U	e30d3f67d8b8dcbe41f80e948edeb2bf edge top_edge 0 P0.s6 0 segment 6 end
split_polygon_7	body	U	e3c01be04222bb425ce42f94e146a272 face cut_face 1 E29d2d1eefc03c1866d0681002c251016,E29da45a40803c1866d06810276fd0187,E29c3ea84e403c1866d0680fb96752d34,E29cb5e39f003c1866d0680fde14d1ea5,E29b5031acc03c1866d0680f700c54a52,E29bc76cfd803c1866d0680f94b9d3bc3,E29a61bb0b403c1866d0680f26b156770 cap start
split_polygon_7	body	U	ec8479da556474708b2f9771630ad3c6 edge cut_edge 1 E29a61bb0b403c1866d0680f26b156770 0 segment 6 start
split_polygon_7	body	U	ed81b8f89254a5b3c69493c3ca6c7910 vertex cut_vertex 1 Ef43896a0c2af5f955e58f97bc176cc38 0 vertex 5 start
split_polygon_7	body	U	effc6946105785ab5e2ccaa7270be668 vertex top_vertex 0 P0.v3 0 vertex 3 end
split_polygon_7	body	U	f003dcfb1c5785ab5e2ccaa971e3d7d9 vertex top_vertex 0 P0.v2 0 vertex 2 end
split_polygon_7	body	U	f00b50b0285785ab5e2ccaabbcbbc94a vertex top_vertex 0 P0.v1 0 vertex 1 end
split_polygon_7	body	U	f012c465345785ab5e2ccaae0793babb vertex top_vertex 0 P0.v0 0 vertex 0 end
split_polygon_7	body	U	f021abcf4c5785ab5e2ccab29d439d9d vertex top_vertex 0 P0.v6 0 vertex 6 end
split_polygon_7	body	U	f0291f84585785ab5e2ccab4e81b8f0e vertex top_vertex 0 P0.v5 0 vertex 5 end
split_polygon_7	body	U	f0309339645785ab5e2ccab732f3807f vertex top_vertex 0 P0.v4 0 vertex 4 end
split_polygon_7	body	U	f0475d86f14b5aa5adfd5c1ddd8227d1 face wall 1 E29a61bb0b403c1866d0680f26b156770 0 segment 6 both
split_polygon_7	body	U	f13c350cb2fa59b0dac96d444cfba28e edge vertical 1 Ef45dd929feaf5f955e58f98737ae836d 0 vertex 0 both
split_polygon_7	body	U	f279de8a5c42db8074498fab9f83a2d5 face wall 1 E29b5031acc03c1866d0680f700c54a52 0 segment 4 both
split_polygon_7	body	U	ff096b8694f7d582caaf6be5a08d5765 vertex cut_vertex 1 Ef46cc09416af5f955e58f98bcd5e664f 0 vertex 2 start
split_polygon_7	body	F	id 435408a928c3ed127822c6ac5185e204
split_polygon_7	body	F	08e0c0573f1978ca434a5053805e9a22 face wall 0 E09e9925f0961cc7a38e4e75b8fc7795f,Ecaf5613549786a45a38de0ac9e25cbb0 0 segment 1 both
split_polygon_7	body	F	0ea6ca517a70439cb29b136c82889c73 edge vertical 0 E23a26e2b66197e636d06788614c06335,E6a6b6264bdee1af396761e7793c1f606 0 vertex 2 both
split_polygon_7	body	F	201f2cc34815121cfe541b29bafd5ac2 edge vertical 0 E3e69a88e2f6a49bf001e23fb1894b660,Ec8bf3b553cd54311df30ffb843cf85a7 0 vertex 5 both
split_polygon_7	body	F	22d4e4ed319c24ffa8049fe489181c92 face wall 0 E6147ef8c5851f35e48d9f34f71b99ceb,Eacdfeda70e4df6e354fecc4352bd3694 0 segment 0 both
split_polygon_7	body	F	2958f71aa862bed0ba8b2c50803f2850 vertex bottom_vertex 0 P0.v0 0 vertex 0 start
split_polygon_7	body	F	29606acfb462bed0ba8b2c52cb1719c1 vertex bottom_vertex 0 P0.v1 0 vertex 1 start
split_polygon_7	body	F	2967de84c062bed0ba8b2c5515ef0b32 vertex bottom_vertex 0 P0.v2 0 vertex 2 start
split_polygon_7	body	F	296f5239cc62bed0ba8b2c5760c6fca3 vertex bottom_vertex 0 P0.v3 0 vertex 3 start
split_polygon_7	body	F	2976c5eed862bed0ba8b2c59ab9eee14 vertex bottom_vertex 0 P0.v4 0 vertex 4 start
split_polygon_7	body	F	297e39a3e462bed0ba8b2c5bf676df85 vertex bottom_vertex 0 P0.v5 0 vertex 5 start
split_polygon_7	body	F	2985ad58f062bed0ba8b2c5e414ed0f6 vertex bottom_vertex 0 P0.v6 0 vertex 6 start
split_polygon_7	body	F	2c2914d52f0706c73de89830472ee87c edge vertical 0 E2f8b4c678b3a2a50a1d80a2f9444540e,E8ed0d5ee5d46bc3196b703dcea60c605 0 vertex 6 both
split_polygon_7	body	F	5c7c6240e31ed40b9033955b86b87cc3 face wall 0 E42ee97db3ea5a09ec307efd73d7b6592,Ef0475d86f14b5aa5adfd5c1ddd8227d1 0 segment 6 both
split_polygon_7	body	F	60cbbb2d92768500927ad48e979243d1 edge vertical 0 Eca51ddd993183e818da69f4a0be207f7,E23fa4e25826eaf1909c8231a04ed3870 0 vertex 4 both
split_polygon_7	body	F	6e8f3c5ba50efaabc964e574bc8693b6 face end_cap 0 P0.b0 cap end
split_polygon_7	body	F	749654a4de057d82e5c5cda30eaff6ff face start_cap 0 P0.b0 cap start
split_polygon_7	body	F	928130c76aada398e599a73264a7c7c8 edge bottom_edge 0 P0.s6 0 segment 6 start
split_polygon_7	body	F	9290183182ada398e599a736fa57aaaa edge bottom_edge 0 P0.s4 0 segment 4 start
split_polygon_7	body	F	92978be68eada398e599a739452f9c1b edge bottom_edge 0 P0.s5 0 segment 5 start
split_polygon_7	body	F	929eff9b9aada398e599a73b90078d8c edge bottom_edge 0 P0.s2 0 segment 2 start
split_polygon_7	body	F	92a67350a6ada398e599a73ddadf7efd edge bottom_edge 0 P0.s3 0 segment 3 start
split_polygon_7	body	F	92ade705b2ada398e599a74025b7706e edge bottom_edge 0 P0.s0 0 segment 0 start
split_polygon_7	body	F	92b55ababeada398e599a742708f61df edge bottom_edge 0 P0.s1 0 segment 1 start
split_polygon_7	body	F	ba52bb57256ef81335549827a74e41f5 edge vertical 0 Ecad1feec7d03aa695f163df0dfb6efaf,E7627e233031db320562ed07bfb89eebc 0 vertex 3 both
split_polygon_7	body	F	cb3dd2974ba2693cbd7c31db0d897123 edge vertical 0 Efa6d3a9fbb50c9403e6172e34d98e3a9,Ef13c350cb2fa59b0dac96d444cfba28e 0 vertex 0 both
split_polygon_7	body	F	d4ac1c2fa533cbcbe3e36713e8447e51 edge vertical 0 E5bce01e70fab4c7260fff52feb2e2f28,E305dc15a2fa0101f2b5034febd89496f 0 vertex 1 both
split_polygon_7	body	F	dbc01e56cf68503727427ee741a06b23 face wall 0 E239253249037394b127b252354a147f6,Ed3d0fd56f064e4206381d60580e10441 0 segment 3 both
split_polygon_7	body	F	e2d9157484b8dcbe41f80e8482f718a8 edge top_edge 0 P0.s1 0 segment 1 end
split_polygon_7	body	F	e2e0892990b8dcbe41f80e86cdcf0a19 edge top_edge 0 P0.s0 0 segment 0 end
split_polygon_7	body	F	e2e7fcde9cb8dcbe41f80e8918a6fb8a edge top_edge 0 P0.s3 0 segment 3 end
split_polygon_7	body	F	e2ef7093a8b8dcbe41f80e8b637eecfb edge top_edge 0 P0.s2 0 segment 2 end
split_polygon_7	body	F	e2f6e448b4b8dcbe41f80e8dae56de6c edge top_edge 0 P0.s5 0 segment 5 end
split_polygon_7	body	F	e2fe57fdc0b8dcbe41f80e8ff92ecfdd edge top_edge 0 P0.s4 0 segment 4 end
split_polygon_7	body	F	e30d3f67d8b8dcbe41f80e948edeb2bf edge top_edge 0 P0.s6 0 segment 6 end
split_polygon_7	body	F	e70fcb4ba035dee287c0c493e100bba8 face wall 0 Ecc52a824ebba31df3e09c31fcdcd0622,Ef279de8a5c42db8074498fab9f83a2d5 0 segment 4 both
split_polygon_7	body	F	effc6946105785ab5e2ccaa7270be668 vertex top_vertex 0 P0.v3 0 vertex 3 end
split_polygon_7	body	F	f003dcfb1c5785ab5e2ccaa971e3d7d9 vertex top_vertex 0 P0.v2 0 vertex 2 end
split_polygon_7	body	F	f00b50b0285785ab5e2ccaabbcbbc94a vertex top_vertex 0 P0.v1 0 vertex 1 end
split_polygon_7	body	F	f012c465345785ab5e2ccaae0793babb vertex top_vertex 0 P0.v0 0 vertex 0 end
split_polygon_7	body	F	f021abcf4c5785ab5e2ccab29d439d9d vertex top_vertex 0 P0.v6 0 vertex 6 end
split_polygon_7	body	F	f0291f84585785ab5e2ccab4e81b8f0e vertex top_vertex 0 P0.v5 0 vertex 5 end
split_polygon_7	body	F	f0309339645785ab5e2ccab732f3807f vertex top_vertex 0 P0.v4 0 vertex 4 end
split_polygon_7	body	F	f1ac55b69983096d9bee1342e051c75e face wall 0 E611ea72ddf54631d247b1290c166f5c8,Edcec629fc41a191f0b3b4d9d722fce63 0 segment 5 both
split_polygon_7	body	F	f2864cd00a19447729fae97f6cae79f5 region region 0 E03da5dd0a81b704b94a708d6c42ee5f9,E4e6656bb1c5f38812b919ce0a3986c8a region
split_polygon_7	body	F	fafcc0d2742ec527d080d3d8708d9796 face wall 0 E41957d5eb3a832729763bc7d0159f870,E41cda1ce934743511650aadabff24cdb 0 segment 2 both
split_polygon_7	body	U0	id 9d35fcb41a8679ca7af720df989298de
split_polygon_7	body	U0	0078be823106f161c018913720109c01 edge vertical 0 E23fa4e25826eaf1909c8231a04ed3870 0 vertex 4 both
split_polygon_7	body	U0	06eea318ac92c4f25ca1d2249c672fdf vertex cut_vertex 1 Ef4654cdf0aaf5f955e58f989828674de 0 vertex 3 start
split_polygon_7	body	U0	1067ed2d46e20c08a4e8428fc8393181 face wall 0 Ed3d0fd56f064e4206381d60580e10441 0 segment 3 both
split_polygon_7	body	U0	19c06b2e19120a500cc9c2f2d69295cc edge cut_edge 1 E29bc76cfd803c1866d0680f94b9d3bc3 0 segment 5 start
split_polygon_7	body	U0	28aec38d9f9a99deb7ca6540c76e7b82 face wall 0 Ef279de8a5c42db8074498fab9f83a2d5 0 segment 4 both
split_polygon_7	body	U0	29a9eace3deb3fcf141ed15b60b398e5 vertex cut_vertex 0 E7627e233031db320562ed07bfb89eebc 0 vertex 3 end
split_polygon_7	body	U0	2bf2cd72660fdf2f11c03783df129f0c edge vertical 0 E6a6b6264bdee1af396761e7793c1f606 0 vertex 2 both
split_polygon_7	body	U0	30bcb830365dbef75d9fcdf38886b479 vertex cut_vertex 1 Ef45dd929feaf5f955e58f98737ae836d 0 vertex 0 start
split_polygon_7	body	U0	3b34f094f7d9646f701c6d82f88a2796 edge cut_edge 1 E29b5031acc03c1866d0680f700c54a52 0 segment 4 start
split_polygon_7	body	U0	3bfd94a069fd246b3f0feae892fd16b9 vertex cut_vertex 0 Ef13c350cb2fa59b0dac96d444cfba28e 0 vertex 0 end
split_polygon_7	body	U0	3d82a4df8232a35694f0b943edbc9ede edge cut_edge 0 Ef0475d86f14b5aa5adfd5c1ddd8227d1 0 segment 6 end
split_polygon_7	body	U0	44c7234eac235b19107122d67f8c79d7 face cut_face 0 Eacdfeda70e4df6e354fecc4352bd3694,Ecaf5613549786a45a38de0ac9e25cbb0,E41cda1ce934743511650aadabff24cdb,Ed3d0fd56f064e4206381d60580e10441,Ef279de8a5c42db8074498fab9f83a2d5,Edcec629fc41a191f0b3b4d9d722fce63,Ef0475d86f14b5aa5adfd5c1ddd8227d1 cap end
split_polygon_7	body	U0	4857f1c1e097f3bde1df8b2b8ceb7d39 face wall 0 Ecaf5613549786a45a38de0ac9e25cbb0 0 segment 1 both
split_polygon_7	body	U0	494322e5f9824dd8cfd9ab70ddeedb7e vertex cut_vertex 1 Ef44ef1bfe6af5f955e58f982a1fea08b 0 vertex 6 start
split_polygon_7	body	U0	49b37422042ba02a8d655275e3c6d187 vertex cut_vertex 0 E8ed0d5ee5d46bc3196b703dcea60c605 0 vertex 6 end
split_polygon_7	body	U0	4f0ad0b927c3e137fe65901c9f5e5f74 edge vertical 0 E8ed0d5ee5d46bc3196b703dcea60c605 0 vertex 6 both
split_polygon_7	body	U0	5a2cf2a98e20ac63ee26aadaf8492dce edge cut_edge 0 Ecaf5613549786a45a38de0ac9e25cbb0 0 segment 1 end
split_polygon_7	body	U0	5f7dbc212bd264a7928f4d705d38d486 edge vertical 0 Ec8bf3b553cd54311df30ffb843cf85a7 0 vertex 5 both
split_polygon_7	body	U0	61f2046ab2844102738fdad67faaeebd edge cut_edge 0 Ef279de8a5c42db8074498fab9f83a2d5 0 segment 4 end
split_polygon_7	body	U0	64e569317cbc19fa2e0efbc811184fff edge vertical 0 E305dc15a2fa0101f2b5034febd89496f 0 vertex 1 both
split_polygon_7	body	U0	693f5ecbe98ca7d78f737a2280d66252 edge vertical 0 E7627e233031db320562ed07bfb89eebc 0 vertex 3 both
split_polygon_7	body	U0	6fd9a785505276b6b535df6ff11d87ca edge vertical 0 Ef13c350cb2fa59b0dac96d444cfba28e 0 vertex 0 both
split_polygon_7	body	U0	7241d6c94a74abaf402f59224f98323b edge cut_edge 1 E29da45a40803c1866d06810276fd0187 0 segment 1 start
split_polygon_7	body	U0	73cebbbb89ff85a09e7c32434bd8edab face wall 0 Eacdfeda70e4df6e354fecc4352bd3694 0 segment 0 both
split_polygon_7	body	U0	7f7d017ecdf15c2b506b5de945c70fb9 face wall 0 Edcec629fc41a191f0b3b4d9d722fce63 0 segment 5 both
split_polygon_7	body	U0	87ca448929c04a0bc3a66597423b66b6 edge cut_edge 0 Edcec629fc41a191f0b3b4d9d722fce63 0 segment 5 end
split_polygon_7	body	U0	899560a06238e41984215339c15d5712 vertex cut_vertex 0 E23fa4e25826eaf1909c8231a04ed3870 0 vertex 4 end
split_polygon_7	body	U0	a0d385a3b1edba89c41089623fa8dd54 edge cut_edge 1 E29c3ea84e403c1866d0680fb96752d34 0 segment 2 start
split_polygon_7	body	U0	a7a2510f43e2f515727272a96ee0a24d vertex cut_vertex 0 Ec8bf3b553cd54311df30ffb843cf85a7 0 vertex 5 end
split_polygon_7	body	U0	a7b6b92fe350dd55b9a2bdec4a757b98 region region 0 E4e6656bb1c5f38812b919ce0a3986c8a region
split_polygon_7	body	U0	a90c99b17fad95637d592c1766aabc02 edge cut_edge 0 Ed3d0fd56f064e4206381d60580e10441 0 segment 3 end
split_polygon_7	body	U0	b0f9d34cca3849e56e1d8e72c0b17d27 vertex cut_vertex 1 Ef4400a55ceaf5f955e58f97e0c4ebda9 0 vertex 4 start
