# case	section	name	row (explicit) or digest
attributes_split_polygon_3	digest	1374	e7422f271ced870541a72f5384c3b4a1
attributes_split_polygon_4	attr	Pt	6e8f3c5ba50efaabc964e574bc8693b6 27 300c9a805a1d85d1
attributes_split_polygon_4	attr	Pt	6e8f3c5ba50efaabc964e574bc8693b6 3 8528b954f104f1ae
attributes_split_polygon_4	attr	Pt	6e8f3c5ba50efaabc964e574bc8693b6 31 d0d9d611e015a9fd
attributes_split_polygon_4	attr	Pt	6e8f3c5ba50efaabc964e574bc8693b6 43 a053452991ec29602a
attributes_split_polygon_4	attr	Pt	6e8f3c5ba50efaabc964e574bc8693b6 47 f6018901c5ec44392a
attributes_split_polygon_4	attr	Pt	6e8f3c5ba50efaabc964e574bc8693b6 7 ad8517203d04d72b
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 20 9c5f78c8a6f9c2302a
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 24 ffe957df57bc8ffb2a
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 28 f89acb379d468d0e
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 32 d5f31ccc15353b20
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 4 b37346deceaf2e7b
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 44 9c84f0e606702a8f2a
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 48 3d127e587195367c2a
attributes_split_polygon_4	attr	Pt	749654a4de057d82e5c5cda30eaff6ff 8 79734ced9afa2721
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 18 6c72ed600b4c748d2a
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 2 7130abbe5d1ddb1a
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 22 c90e614d4279851f2a
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 26 dc8d6034aa5bb694
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 30 f25bb89055a01c55
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 42 f748afd68b9f2d612a
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 46 4f968e31d3c0378e2a
attributes_split_polygon_4	attr	Pt	8dbc8323f395f7f6ac35f61bf5685be9 6 450d6f1064fcd0ed
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 19 da381ecad07001312a
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 23 738d4fe70e06fccb2a
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 27 1609554e301bb829
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 3 492288bb9551ec48
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 31 be7aa0a42895c75d
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 43 d2ba6111bd496c822a
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 47 4a0736e5cb1300022a
attributes_split_polygon_4	attr	Pt	929eff9b9aada398e599a73b90078d8c 7 bd6fef06e523bf23
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 1 95d2659f8b0e7298
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 17 174bb407b4b13c992a
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 21 e24b5066fcca28522a
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 25 a5dfb5bc30ac2f7d
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 29 d3c069b89c8e36bb
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 41 3035114f7455692f2a
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 45 1b3ddb6c0c434d362a
attributes_split_polygon_4	attr	Pt	92a67350a6ada398e599a73ddadf7efd 5 9a7ebd842739f033
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 19 4c0fd5fc0e7001312a
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 23 087afe934006fccc2a
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 27 aa7c5fa6221bb829
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 3 fba71c0ca751ec48
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 31 70c273adca95c75d
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 43 aa730e9d8b496c822a
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 47 2149cae8591300022a
attributes_split_polygon_4	attr	Pt	92ade705b2ada398e599a74025b7706e 7 706a996c3723bf23
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 1 07aa1cd0c90e7298
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 17 407e15a206b13c992a
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 21 2ffef2925aca28522a
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 25 f3935a5d8eac2f7d
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 29 459820e9da8e36bb
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 41 e2816f241655692f2a
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 45 6158d2a4ae434d372a
attributes_split_polygon_4	attr	Pt	92b55ababeada398e599a742708f61df 5 0c56777a6539f033
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 20 c7a9ccb1fd62c4442a
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 24 6a4a2a8103250d232a
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 28 f4dd3fb35898e033
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 32 8f8696a6f9cb0f7a
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 4 c61ba774f868a929
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 44 55604a031dab2df32a
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 48 8062572ab40d71cc2a
attributes_split_polygon_4	attr	Pt	e2d9157484b8dcbe41f80e8482f718a8 8 89bbc898ebe30021
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 18 41d7cdb952b1431a2a
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 2 f8dbd80a87f50008
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 22 4346a7a0efac3c8a2a
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 26 ee3bbe104d83a504
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 30 038115aad9a0449c
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 42 a10f882227f99d7d2a
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 46 6b82caade23b93e22a
attributes_split_polygon_4	attr	Pt	e2e0892990b8dcbe41f80e86cdcf0a19 6 4e2ef64543b91d4f
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 20 d3015bb96362c4442a
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 24 b63fdf7a89250d232a
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 28 3faf5addde98e033
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 32 bcc1ce7b8fcb0f7a
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 4 ad53ac199e68a929
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 44 e45ffcbad7ab2df32a
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 48 7b937057ae0d71cc2a
attributes_split_polygon_4	attr	Pt	e2e7fcde9cb8dcbe41f80e8918a6fb8a 8 951357a051e30021
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 18 0a59deb4d8b1431a2a
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 2 eba9a24d71f50008
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 22 160b710859ac3c8a2a
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 26 7e55f601b783a504
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 30 1c49110633a0449c
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 42 f26a4945bdf99d7d2a
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 46 b868184a783b93e22a
attributes_split_polygon_4	attr	Pt	e2ef7093a8b8dcbe41f80e8b637eecfb 6 0447ea2dadb91d4e
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 18 79c0e7aa52ae905c2a
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 2 18837c3a11948bff
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 22 be42ea13a1da2a522a
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 26 18d2956a3889df01
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 30 86105c406b5afa61
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 42 0ac476bac3aa37872a
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 46 61564184523768e42a
attributes_split_polygon_4	attr	Pt	effc6946105785ab5e2ccaa7270be668 6 9f4606563f7f892d
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 20 f95a45111247f9d42a
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 24 1620ffa05a5230682a
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 28 a8a21f483d7c1e7e
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 32 7c4644363df453e3
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 4 489182f3ffb6ec92
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 44 b787186242915f712a
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 48 9ac18c84c6a967ab2a
attributes_split_polygon_4	attr	Pt	f003dcfb1c5785ab5e2ccaa971e3d7d9 8 7fdaa4f81441e1a4
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 18 b13ed6aeccae905c2a
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 2 a7832edd7b948bff
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 22 6ce828f10bda2a522a
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 26 ceeb8952a289df01
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 30 d979c646f15afa61
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 42 37ffae8f59aa37872a
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 46 b2b102a6e83768e42a
attributes_split_polygon_4	attr	Pt	f00b50b0285785ab5e2ccaabbcbbc94a 6 b92d10a2a97f892d
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 20 4c9438c8f847f9d52a
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 24 d72f5bb7405230682a
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 28 8fda23c5837c1e7e
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 32 2aeb8312a7f453e3
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 4 948737ed85b6ec92
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 44 ab3ff1b83c915f712a
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 48 b389880780a967ab2a
attributes_split_polygon_4	attr	Pt	f012c465345785ab5e2ccaae0793babb 8 d31498affa41e1a4
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 19 b81ed58bc12cd4322a
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 23 eef63aef2f25c7bd2a
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 27 5e4b9ebb844d0883
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 3 c589449fdc79f7a2
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 31 d427dcb1c8de7df0
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 43 bf04e93eb7dca88a2a
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 47 9a462e09e9c57bea2a
attributes_split_polygon_4	attr	Pt	f4566574f2af5f955e58f984ecd691fc 7 1958e0322384c75c
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 1 f14d77210a096dfa
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 17 7324dfad93ec4a3a2a
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 21 b0cf2f129c503ec42a
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 25 83cf2a70ec10fc9e
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 29 37189369d9accd23
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 41 70322f47563faca52a
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 45 bf2a0d08bc09e2cc2a
attributes_split_polygon_4	attr	Pt	f45dd929feaf5f955e58f98737ae836d 5 ced59f44a4b95504
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 19 e2d65757992cd4322a
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 23 105ff08d2725c7bd2a
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 27 7fb94d063c4d0883
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 3 e8d19c2ab479f7a2
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 31 d174aa17b0de7df0
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 43 9d973af3ffdca88a2a
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 47 7164361ef1c57bea2a
attributes_split_polygon_4	attr	Pt	f4654cdf0aaf5f955e58f989828674de 7 62ca4e7bbb84c75c
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 1 ee9ecf50f2096dfa
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 17 6e930b259bec4a3a2a
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 21 87f253e9c4503ec42a
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 25 3c37d3986410fc9e
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 29 3469eb99c1accd23
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 41 b7c4fb55de3faca52a
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 45 e09333269409e2cc2a
attributes_split_polygon_4	attr	Pt	f46cc09416af5f955e58f98bcd5e664f 5 ad6d0d6d1cb95504
attributes_split_polygon_4	attr	L	03da5dd0a81b704b94a708d6c42ee5f9 18 6c72ed600b4c748d2a
attributes_split_polygon_4	attr	L	03da5dd0a81b704b94a708d6c42ee5f9 2 7130abbe5d1ddb1a
attributes_split_polygon_4	attr	L	03da5dd0a81b704b94a708d6c42ee5f9 26 dc8d6034aa5bb694
attributes_split_polygon_4	attr	L	03da5dd0a81b704b94a708d6c42ee5f9 42 f748afd68b9f2d612a
attributes_split_polygon_4	attr	L	09e9925f0961cc7a38e4e75b8fc7795f 18 37a15455e51d918f2a
attributes_split_polygon_4	attr	L	09e9925f0961cc7a38e4e75b8fc7795f 2 6757c766b2770a20
attributes_split_polygon_4	attr	L	09e9925f0961cc7a38e4e75b8fc7795f 26 ee742f3d3cfc0d11
attributes_split_polygon_4	attr	L	09e9925f0961cc7a38e4e75b8fc7795f 42 65fecfa8aa24c9af2a
attributes_split_polygon_4	attr	L	239253249037394b127b252354a147f6 18 ff3cd005c11d919a2a
attributes_split_polygon_4	attr	L	239253249037394b127b252354a147f6 2 4dac384e96770a17
attributes_split_polygon_4	attr	L	239253249037394b127b252354a147f6 26 ba3135b560fc0d06
attributes_split_polygon_4	attr	L	239253249037394b127b252354a147f6 42 7f2fbbcd4624c9b92a
attributes_split_polygon_4	attr	L	23a26e2b66197e636d06788614c06335 1 ee9ecf50f2096dfa
attributes_split_polygon_4	attr	L	23a26e2b66197e636d06788614c06335 17 6e930b259bec4a3a2a
attributes_split_polygon_4	attr	L	23a26e2b66197e636d06788614c06335 25 3c37d3986410fc9e
attributes_split_polygon_4	attr	L	23a26e2b66197e636d06788614c06335 41 b7c4fb55de3faca52a
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 1 ce375c88c29a5306
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 17 5725196a2fbf55792a
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 21 2509fbb647bd3b872a
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 25 f23ca2b3cde6d6bd
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 29 47b6fca1c0a06b37
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 41 26232a7dcf596f412a
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 45 2403fc4fdb2a11aa2a
attributes_split_polygon_4	attr	L	2958f71aa862bed0ba8b2c50803f2850 5 447764a13d0b9c83
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 19 b691071e35291a412a
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 23 f4c1eccf597cc5d42a
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 27 ceb281dde4c9795e
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 3 9e70f3609813b4b6
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 31 a8e45feed2c4f6f4
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 43 4e8d6ccd1c8362e82a
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 47 e4018cd301ff790b2a
attributes_split_polygon_4	attr	L	29606acfb462bed0ba8b2c52cb1719c1 7 510c5820a6614ec8
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 1 1cb5a30c849a5306
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 17 9d78461e61bf55792a
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 21 d751cc49e9bd3b872a
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 25 8064e8bd8fe6d6bd
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 29 9635432582a06b37
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 41 9082a2270d596f412a
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 45 fb847487392a11aa2a
attributes_split_polygon_4	attr	L	2967de84c062bed0ba8b2c5515ef0b32 5 6cf6ec69df0b9c83
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 19 03599c4973291a412a
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 23 cc0480d1e77cc5d42a
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 27 a580204392c9795e
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 3 75b4ab508613b4b6
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 31 efea642694c4f6f4
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 43 77bfce676e8362e82a
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 47 9687419c73ff790b2a
attributes_split_polygon_4	attr	L	296f5239cc62bed0ba8b2c5760c6fca3 7 bc994dc8b4614ec8
attributes_split_polygon_4	attr	L	41957d5eb3a832729763bc7d0159f870 20 08d75766618780202a
attributes_split_polygon_4	attr	L	41957d5eb3a832729763bc7d0159f870 28 66de85d4a51bdf10
attributes_split_polygon_4	attr	L	41957d5eb3a832729763bc7d0159f870 4 199efdad35c8264c
attributes_split_polygon_4	attr	L	41957d5eb3a832729763bc7d0159f870 44 d6533400f4a18a412a
attributes_split_polygon_4	attr	L	5bce01e70fab4c7260fff52feb2e2f28 19 b81ed58bc12cd4322a
attributes_split_polygon_4	attr	L	5bce01e70fab4c7260fff52feb2e2f28 27 5e4b9ebb844d0883
attributes_split_polygon_4	attr	L	5bce01e70fab4c7260fff52feb2e2f28 3 c589449fdc79f7a2
attributes_split_polygon_4	attr	L	5bce01e70fab4c7260fff52feb2e2f28 43 bf04e93eb7dca88a2a
attributes_split_polygon_4	attr	L	6147ef8c5851f35e48d9f34f71b99ceb 20 5fd0ce8cc58780172a
attributes_split_polygon_4	attr	L	6147ef8c5851f35e48d9f34f71b99ceb 28 b74fd731c91bdf05
attributes_split_polygon_4	attr	L	6147ef8c5851f35e48d9f34f71b99ceb 4 518db282a9c82641
attributes_split_polygon_4	attr	L	6147ef8c5851f35e48d9f34f71b99ceb 44 61be4ea590a18a4a2a
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 20 9c5f78c8a6f9c2302a
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 24 ffe957df57bc8ffb2a
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 28 f89acb379d468d0e
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 32 d5f31ccc15353b20
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 4 b37346deceaf2e7b
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 44 9c84f0e606702a8f2a
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 48 3d127e587195367c2a
attributes_split_polygon_4	attr	L	749654a4de057d82e5c5cda30eaff6ff 8 79734ced9afa2721
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 19 da381ecad07001312a
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 23 738d4fe70e06fccb2a
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 27 1609554e301bb829
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 3 492288bb9551ec48
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 31 be7aa0a42895c75d
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 43 d2ba6111bd496c822a
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 47 4a0736e5cb1300022a
attributes_split_polygon_4	attr	L	929eff9b9aada398e599a73b90078d8c 7 bd6fef06e523bf23
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 1 95d2659f8b0e7298
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 17 174bb407b4b13c992a
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 21 e24b5066fcca28522a
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 25 a5dfb5bc30ac2f7d
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 29 d3c069b89c8e36bb
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 41 3035114f7455692f2a
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 45 1b3ddb6c0c434d362a
attributes_split_polygon_4	attr	L	92a67350a6ada398e599a73ddadf7efd 5 9a7ebd842739f033
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 19 4c0fd5fc0e7001312a
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 23 087afe934006fccc2a
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 27 aa7c5fa6221bb829
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 3 fba71c0ca751ec48
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 31 70c273adca95c75d
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 43 aa730e9d8b496c822a
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 47 2149cae8591300022a
attributes_split_polygon_4	attr	L	92ade705b2ada398e599a74025b7706e 7 706a996c3723bf23
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 1 07aa1cd0c90e7298
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 17 407e15a206b13c992a
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 21 2ffef2925aca28522a
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 25 f3935a5d8eac2f7d
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 29 459820e9da8e36bb
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 41 e2816f241655692f2a
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 45 6158d2a4ae434d372a
attributes_split_polygon_4	attr	L	92b55ababeada398e599a742708f61df 5 0c56777a6539f033
attributes_split_polygon_4	attr	L	cad1feec7d03aa695f163df0dfb6efaf 19 e2d65757992cd4322a
attributes_split_polygon_4	attr	L	cad1feec7d03aa695f163df0dfb6efaf 27 7fb94d063c4d0883
attributes_split_polygon_4	attr	L	cad1feec7d03aa695f163df0dfb6efaf 3 e8d19c2ab479f7a2
attributes_split_polygon_4	attr	L	cad1feec7d03aa695f163df0dfb6efaf 43 9d973af3ffdca88a2a
attributes_split_polygon_4	attr	L	fa6d3a9fbb50c9403e6172e34d98e3a9 1 f14d77210a096dfa
