# valid case	v|u|f index (vertex, fin arena index, face)	certain lower value of its gap
box_small	u 13	0.0
box_small	u 14	0.0
box_small	u 15	0.0
box_small	u 16	0.0
box_small	u 17	0.0
box_small	u 18	0.0
box_small	u 19	0.0
box_small	u 20	0.0
box_small	u 21	0.0
box_small	u 22	0.0
box_small	u 23	0.0
box_small	v 0	0.0
box_small	v 1	0.0
box_small	v 2	0.0
box_small	v 3	0.0
box_small	v 4	0.0
box_small	v 5	0.0
box_small	v 6	0.0
box_small	v 7	0.0
box_pcurve_shift_below_tolerance	f 0	0.0
box_pcurve_shift_below_tolerance	f 1	0.0
box_pcurve_shift_below_tolerance	f 2	1.4142136208793737e-09
box_pcurve_shift_below_tolerance	f 3	0.0
box_pcurve_shift_below_tolerance	f 4	0.0
box_pcurve_shift_below_tolerance	f 5	0.0
box_pcurve_shift_below_tolerance	u 0	0.0
box_pcurve_shift_below_tolerance	u 1	0.0
box_pcurve_shift_below_tolerance	u 2	0.0
box_pcurve_shift_below_tolerance	u 3	0.0
box_pcurve_shift_below_tolerance	u 4	0.0
box_pcurve_shift_below_tolerance	u 5	0.0
box_pcurve_shift_below_tolerance	u 6	0.0
box_pcurve_shift_below_tolerance	u 7	0.0
box_pcurve_shift_below_tolerance	u 8	1.4142136208793737e-09
box_pcurve_shift_below_tolerance	u 9	0.0
box_pcurve_shift_below_tolerance	u 10	0.0
box_pcurve_shift_below_tolerance	u 11	0.0
box_pcurve_shift_below_tolerance	u 12	0.0
box_pcurve_shift_below_tolerance	u 13	0.0
box_pcurve_shift_below_tolerance	u 14	0.0
box_pcurve_shift_below_tolerance	u 15	0.0
box_pcurve_shift_below_tolerance	u 16	0.0
box_pcurve_shift_below_tolerance	u 17	0.0
box_pcurve_shift_below_tolerance	u 18	0.0
box_pcurve_shift_below_tolerance	u 19	0.0
box_pcurve_shift_below_tolerance	u 20	0.0
box_pcurve_shift_below_tolerance	u 21	0.0
box_pcurve_shift_below_tolerance	u 22	0.0
box_pcurve_shift_below_tolerance	u 23	0.0
box_pcurve_shift_below_tolerance	v 0	0.0
box_pcurve_shift_below_tolerance	v 1	0.0
box_pcurve_shift_below_tolerance	v 2	0.0
box_pcurve_shift_below_tolerance	v 3	0.0
box_pcurve_shift_below_tolerance	v 4	0.0
box_pcurve_shift_below_tolerance	v 5	0.0
box_pcurve_shift_below_tolerance	v 6	0.0
box_pcurve_shift_below_tolerance	v 7	0.0
box_loose_tolerance_absorbs_shift	f 0	0.0
box_loose_tolerance_absorbs_shift	f 1	0.0
box_loose_tolerance_absorbs_shift	f 2	0.001414213562373095
box_loose_tolerance_absorbs_shift	f 3	0.0
box_loose_tolerance_absorbs_shift	f 4	0.0
box_loose_tolerance_absorbs_shift	f 5	0.0
box_loose_tolerance_absorbs_shift	u 0	0.0
box_loose_tolerance_absorbs_shift	u 1	0.0
box_loose_tolerance_absorbs_shift	u 2	0.0
box_loose_tolerance_absorbs_shift	u 3	0.0
box_loose_tolerance_absorbs_shift	u 4	0.0
box_loose_tolerance_absorbs_shift	u 5	0.0
box_loose_tolerance_absorbs_shift	u 6	0.0
box_loose_tolerance_absorbs_shift	u 7	0.0
box_loose_tolerance_absorbs_shift	u 8	0.001414213562373095
box_loose_tolerance_absorbs_shift	u 9	0.0
box_loose_tolerance_absorbs_shift	u 10	0.0
box_loose_tolerance_absorbs_shift	u 11	0.0
box_loose_tolerance_absorbs_shift	u 12	0.0
box_loose_tolerance_absorbs_shift	u 13	0.0
box_loose_tolerance_absorbs_shift	u 14	0.0
box_loose_tolerance_absorbs_shift	u 15	0.0
box_loose_tolerance_absorbs_shift	u 16	0.0
box_loose_tolerance_absorbs_shift	u 17	0.0
box_loose_tolerance_absorbs_shift	u 18	0.0
box_loose_tolerance_absorbs_shift	u 19	0.0
box_loose_tolerance_absorbs_shift	u 20	0.0
box_loose_tolerance_absorbs_shift	u 21	0.0
box_loose_tolerance_absorbs_shift	u 22	0.0
box_loose_tolerance_absorbs_shift	u 23	0.0
box_loose_tolerance_absorbs_shift	v 0	0.0
box_loose_tolerance_absorbs_shift	v 1	0.0
box_loose_tolerance_absorbs_shift	v 2	0.0
box_loose_tolerance_absorbs_shift	v 3	0.0
box_loose_tolerance_absorbs_shift	v 4	0.0
box_loose_tolerance_absorbs_shift	v 5	0.0
box_loose_tolerance_absorbs_shift	v 6	0.0
box_loose_tolerance_absorbs_shift	v 7	0.0
cylinder_seamless_at_pi	f 0	3.6739403974420594e-16
cylinder_seamless_at_pi	f 1	3.6739403974420594e-16
cylinder_seamless_at_pi	f 2	0.0
cylinder_seamless_at_pi	u 0	3.6739403974420594e-16
cylinder_seamless_at_pi	u 1	0.0
cylinder_seamless_at_pi	u 2	0.0
cylinder_seamless_at_pi	u 3	0.0
box_vertex_loop	f 0	0.0
box_vertex_loop	f 1	0.0
box_vertex_loop	f 2	0.0
box_vertex_loop	f 3	0.0
box_vertex_loop	f 4	0.0
box_vertex_loop	f 5	0.0
box_vertex_loop	u 0	0.0
box_vertex_loop	u 1	0.0
box_vertex_loop	u 2	0.0
box_vertex_loop	u 3	0.0
box_vertex_loop	u 4	0.0
box_vertex_loop	u 5	0.0
box_vertex_loop	u 6	0.0
box_vertex_loop	u 7	0.0
box_vertex_loop	u 8	0.0
box_vertex_loop	u 9	0.0
box_vertex_loop	u 10	0.0
box_vertex_loop	u 11	0.0
box_vertex_loop	u 12	0.0
box_vertex_loop	u 13	0.0
box_vertex_loop	u 14	0.0
box_vertex_loop	u 15	0.0
box_vertex_loop	u 16	0.0
box_vertex_loop	u 17	0.0
box_vertex_loop	u 18	0.0
box_vertex_loop	u 19	0.0
box_vertex_loop	u 20	0.0
box_vertex_loop	u 21	0.0
box_vertex_loop	u 22	0.0
box_vertex_loop	u 23	0.0
box_vertex_loop	v 0	0.0
box_vertex_loop	v 1	0.0
box_vertex_loop	v 2	0.0
box_vertex_loop	v 3	0.0
box_vertex_loop	v 4	0.0
box_vertex_loop	v 5	0.0
box_vertex_loop	v 6	0.0
box_vertex_loop	v 7	0.0
box_vertex_loop	v 8	0.0
cylinder_ring_pcurve_printed_period	f 0	3.6739403974420594e-16
cylinder_ring_pcurve_printed_period	f 1	3.6739403974420594e-16
cylinder_ring_pcurve_printed_period	f 2	5.329070518200751e-15
cylinder_ring_pcurve_printed_period	u 0	0.0
cylinder_ring_pcurve_printed_period	u 1	0.0
cylinder_ring_pcurve_printed_period	u 2	5.3290705182007506e-15
cylinder_ring_pcurve_printed_period	u 3	0.0
box_vertex_moved_inside_resolution	f 0	0.0
box_vertex_moved_inside_resolution	f 1	0.0
box_vertex_moved_inside_resolution	f 2	0.0
box_vertex_moved_inside_resolution	f 3	0.0
box_vertex_moved_inside_resolution	f 4	0.0
box_vertex_moved_inside_resolution	f 5	0.0
box_vertex_moved_inside_resolution	u 0	0.0
box_vertex_moved_inside_resolution	u 1	0.0
box_vertex_moved_inside_resolution	u 2	0.0
box_vertex_moved_inside_resolution	u 3	0.0
box_vertex_moved_inside_resolution	u 4	0.0
box_vertex_moved_inside_resolution	u 5	0.0
box_vertex_moved_inside_resolution	u 6	0.0
box_vertex_moved_inside_resolution	u 7	0.0
box_vertex_moved_inside_resolution	u 8	0.0
box_vertex_moved_inside_resolution	u 9	0.0
box_vertex_moved_inside_resolution	u 10	0.0
box_vertex_moved_inside_resolution	u 11	0.0
box_vertex_moved_inside_resolution	u 12	0.0
box_vertex_moved_inside_resolution	u 13	0.0
box_vertex_moved_inside_resolution	u 14	0.0
box_vertex_moved_inside_resolution	u 15	0.0
box_vertex_moved_inside_resolution	u 16	0.0
box_vertex_moved_inside_resolution	u 17	0.0
box_vertex_moved_inside_resolution	u 18	0.0
box_vertex_moved_inside_resolution	u 19	0.0
box_vertex_moved_inside_resolution	u 20	0.0
box_vertex_moved_inside_resolution	u 21	0.0
box_vertex_moved_inside_resolution	u 22	0.0
box_vertex_moved_inside_resolution	u 23	0.0
box_vertex_moved_inside_resolution	v 0	5e-08
box_vertex_moved_inside_resolution	v 1	0.0
box_vertex_moved_inside_resolution	v 2	0.0
box_vertex_moved_inside_resolution	v 3	0.0
box_vertex_moved_inside_resolution	v 4	0.0
box_vertex_moved_inside_resolution	v 5	0.0
box_vertex_moved_inside_resolution	v 6	0.0
box_vertex_moved_inside_resolution	v 7	0.0
cylinder_cap_pcurve_inside_resolution	f 0	3.6739403974420594e-16
cylinder_cap_pcurve_inside_resolution	f 1	3.6739403974420594e-16
cylinder_cap_pcurve_inside_resolution	f 2	0.0
cylinder_cap_pcurve_inside_resolution	u 0	5e-08
cylinder_cap_pcurve_inside_resolution	u 1	0.0
cylinder_cap_pcurve_inside_resolution	u 2	0.0
cylinder_cap_pcurve_inside_resolution	u 3	0.0
box_side_pcurve_inside_resolution	f 0	0.0
box_side_pcurve_inside_resolution	f 1	0.0
box_side_pcurve_inside_resolution	f 2	5e-08
box_side_pcurve_inside_resolution	f 3	0.0
box_side_pcurve_inside_resolution	f 4	0.0
box_side_pcurve_inside_resolution	f 5	0.0
box_side_pcurve_inside_resolution	u 0	0.0
box_side_pcurve_inside_resolution	u 1	0.0
box_side_pcurve_inside_resolution	u 2	0.0
box_side_pcurve_inside_resolution	u 3	0.0
box_side_pcurve_inside_resolution	u 4	0.0
box_side_pcurve_inside_resolution	u 5	0.0
box_side_pcurve_inside_resolution	u 6	0.0
box_side_pcurve_inside_resolution	u 7	0.0
box_side_pcurve_inside_resolution	u 8	5e-08
box_side_pcurve_inside_resolution	u 9	0.0
box_side_pcurve_inside_resolution	u 10	0.0
box_side_pcurve_inside_resolution	u 11	0.0
box_side_pcurve_inside_resolution	u 12	0.0
box_side_pcurve_inside_resolution	u 13	0.0
box_side_pcurve_inside_resolution	u 14	0.0
box_side_pcurve_inside_resolution	u 15	0.0
box_side_pcurve_inside_resolution	u 16	0.0
box_side_pcurve_inside_resolution	u 17	0.0
box_side_pcurve_inside_resolution	u 18	0.0
box_side_pcurve_inside_resolution	u 19	0.0
box_side_pcurve_inside_resolution	u 20	0.0
box_side_pcurve_inside_resolution	u 21	0.0
box_side_pcurve_inside_resolution	u 22	0.0
box_side_pcurve_inside_resolution	u 23	0.0
box_side_pcurve_inside_resolution	v 0	0.0
box_side_pcurve_inside_resolution	v 1	0.0
box_side_pcurve_inside_resolution	v 2	0.0
box_side_pcurve_inside_resolution	v 3	0.0
box_side_pcurve_inside_resolution	v 4	0.0
box_side_pcurve_inside_resolution	v 5	0.0
box_side_pcurve_inside_resolution	v 6	0.0
box_side_pcurve_inside_resolution	v 7	0.0
cone_apex	f 0	0.0
cone_apex	f 1	4.898587196589412e-16
cone_apex	u 0	0.0
cone_apex	u 1	0.0
cone_apex	v 0	3.0763868801988827e-16
cone_apex_at_base	f 0	0.0
cone_apex_at_base	f 1	3.6739403974420594e-16
cone_apex_at_base	u 0	0.0
cone_apex_at_base	u 1	3.958696262861071e-17
cone_apex_at_base	v 0	0.0
cone_frustum	f 0	0.0
cone_frustum	f 1	4.898587196589412e-16
cone_frustum	f 2	2.449293598294706e-16
cone_frustum	u 0	0.0
cone_frustum	u 1	0.0
cone_frustum	u 2	0.0
cone_frustum	u 3	1.9242395054741492e-16
cone_widening	f 0	0.0
cone_widening	f 1	2.449293598294706e-16
cone_widening	f 2	6.123233995736765e-16
cone_widening	u 0	0.0
cone_widening	u 1	0.0
cone_widening	u 2	0.0
cone_widening	u 3	9.545726637022545e-17
cone_rotated	f 0	0.0
cone_rotated	f 1	3.0616169978683826e-16
cone_rotated	u 0	1.9752213133074517e-18
cone_rotated	u 1	0.0
cone_rotated	v 0	9.771346920737879e-17
cone_far	f 0	0.0
cone_far	f 1	4.898587196589412e-16
cone_far	f 2	1.224646799147353e-16
cone_far	u 0	0.0
cone_far	u 1	0.0
cone_far	u 2	0.0
cone_far	u 3	1.7987072059783781e-16
